text,label
"The front page of a 1962 issues of “La Domenica del Corriere”, showing people moving around on small vehicles with a glass protection. The illustration would allegedly have predicted coronavirus and the social distacing measures adopted to stop the pandemic.",FAKE
An image of corpses in plastic bags in a morgue is claimed to be from Spain during the coronavirus crisis.,FAKE
A video of street play showing Muslims responsible for spreading coronavirus.,FAKE
Muslims offering Namaz on road side during the lockdown in India.,FAKE
Flu shots can make someone test positive for COVID-19.,FAKE
Switzerland has banned vaccination.,FAKE
Video shows a huge crowd of migrant workers gathered in Maharashtra amid COVID-19 lockdown.,FAKE
Image of worn-out feet/sole of migrant workers walking on streets in India amis COVID-19 Lockdown.,FAKE
"Serbian president Aleksandar Vucic claimed that in proportion to the number of citizens, Serbia is eight country in Europe by number individuals tested for coronavirus.",FAKE
Video shows Dr. Anthony Fauci advising the public not to wear face masks to prevent spreading or being infected by the coronavirus.,FAKE
"5g antennas were installed in Cali, Colombia, during quarantine.",FAKE
Migrant labourers are killing people in Delhi due to coronavirus lockdown.,FAKE
Claim that Dr. Fauci said every American should be microchipped.,FAKE
The novel coronavirus was “man-made.”,FAKE
A video of a man who passes out on the street and is then transferred by ambulance that was claimed to be from Nicaragua.,FAKE
A post says that there were no cases of COVID-19 in Beijing and Shanghai.,FAKE
A post claims that a virologist said in a television programme that the mortality rate of the new coronavirus is now 0.1%.,FAKE
A video allegedly shows Odessa (Ukraine) riot police refusing to restrain citizens protesting the lockdown.,FAKE
Candace Owens claimed that the U.S. is not losing “tons more lives” in 2020 compared to 2019 and that the “increase [in mortality in 2020 is] virtually non-existent”.,FAKE
"In this video, italian representative Sara Cunial tells the truth about Bill Gates and its will to control world population through vaccines and medical experiment.",FAKE
A photo of a purported notice announcing that people who were unable to take the Philippine government’s civil service exam due to the COVID-19 pandemic will automatically receive a passing mark has been shared hundreds of times in multiple Facebook posts.,FAKE
"A Facebook post shared 10,000 times claims no Americans died from the flu in 2020, suggesting that the national count of COVID-19 fatalities is exaggerated.",FAKE
"Backriding in motorcycles is now allowed in the Philippines, where all areas are currently under some form of quarantine.",FAKE
“Italian Parliament Calls For The Arrest of Bill Gates”,FAKE
Posts and videos on Facebook say drinking or inhaling seawater prevents COVID-19.,FAKE
Multiple Facebook and Twitter posts shared thousands of times in May 2020 claim anyone in New Zealand who refuses to use a coronavirus contact tracing app has been banned from entering shops during the COVID-19 pandemic.,FAKE
Leader of Polish ruling party PiS Jaroslaw Kaczynski is planning to legalize marijuana due to coronavirus economic crisis.,FAKE
There is 5G equipment labeled “COV-19”.,FAKE
"A meme on Facebook claims that when you wear a mask you inhale too much CO2 and less oxygen, increasing the risk of a lung disease. Furthermore, the mask gets full of bacteria and can’t hold back viruses.",FAKE
Alcohol gel bottles can explode in a hot car.,FAKE
Muslims are violating the ongoing lockdown norms which prohibits religious gatherings.,FAKE
Posts shared thousands of times on social media list a number of adverse health effects linked to wearing face masks.,FAKE
A photo of a Pakistani provincial chief minister has been shared thousands of times in multiple Facebook posts in May 2020 alongside a claim that it shows him violating social distancing rules during the coronavirus pandemic.,FAKE
Medical masks and gloves are incredibly harmful.,FAKE
"Ummy Mwalimu, Tanzania’s Minister for Health, has tested positive for coronavirus.",FAKE
Human testing of a COVID-19 vaccine is currently being conducted in Kenya.,FAKE
"President of the United States of America, Donald Trump, tested positive for COVID-19.",FAKE
Facebook posts shared hundreds of times claim that Madagascar’s President Andry Rajoelina called on African nations to leave the World Health Organization (WHO).,FAKE
Facebook posts shared thousands of times claim that people in Lesotho are “immune” to COVID-19 because the country apparently created a remedy for the disease.,FAKE
Parrots eating from rice bag due to lockdown.,FAKE
Coronavirus does not affect people with ‘O+’ blood type.,FAKE
"Workers who worked from 1990 to 2020 have the right to receive the Corona relief of INR120,000 from Ministry of Labour and Employment.",FAKE
The Israeli Biological Institute is the first to develop an antibody to treat the novel coronavirus.,FAKE
Stefano Montanari exposes the “truth” about coronavirus vaccination.,FAKE
Muslims are violating the ongoing lockdown norms which prohibits religious gatherings.,FAKE
U. S. Army’s “Extermination protocol COVID-19 capsules” for Italy were discovered,FAKE
A viral WhatsApp image showcases a list of woud-be coronavirus infection hotspots in Ghana.,FAKE
Muslims are violating the lockdown in India by praying in the open.,FAKE
A woman feeding her kid in a train is a migrant in a deplorable state caused due to the lockdown.,FAKE
Document shows COVID-19 normalization plan prepared by the Presidency of Turkey,FAKE
Several people broke the rules of lockdown when they gathered to offer Namaaz (prayers in Muslims) in an area in the city of Delhi.,FAKE
"Vila Formosa’s cemitery in São Paulo, Brazil, is opening graves to cause panic on population, but there are no burials. The graves remain open.",FAKE
Boldo tea prevents COVID-19.,FAKE
"Former Brazilian Minister of Health, Luiz Henrique Mandetta, appointed Tamiflu for patients with COVID-19, which would increase mortality by 50%",FAKE
The Colombian president annonced the extension of the lockdown.,FAKE
Mask made of copper oxide can be more effective to avoid COVID-19.,FAKE
Boldo tea can cure COVID-19 in three hours.,FAKE
Carrefour is offering a R$ 300 voucher for families in need during the COVID-19 crisis.,FAKE
"A picture of a mansion. The caption says that João Doria, governor of São Paulo, wants you to be at home because he lives in this house.",FAKE
"Video representing the plight of migrant workers in India during the current lockdown, where a woman with infant had to travel while sitting on the coupler between train bogies.",FAKE
Video showing a overcrowded Sharmik trains operated by the government of India for the travel of stranded migrant labourers during the current lockdown.,FAKE
"Video showing people flouting lockdown rules in West Bengal, India.",FAKE
Photo showing the wounds on the feet of migrant labourers who had to travel all the way to their native places by foot due to the lockdown restrictions in India.,FAKE
The headline of the article claims that Macedonia has three times more active coronavirus patients than China.,FAKE
Group immunity will not be achieved soon according to an audio message circulating in Mexico.,FAKE
Research proves that commercial mouthwash could protect against COVID-19.,FAKE
Telecommunications worker exposed circuit boards being installed in 5G towers bearing markings that read “COV-19”.,FAKE
"The President of Argentina, Alberto Fernández, published a book stating that he has “the need for a poorer and more primitive, but more egalitarian society”.",FAKE
"The Head of Government of the City of Buenos Aires, Horacio Rodríguez Larreta said: “With Macri half a country was going to die, this government knows how to do things well”.",FAKE
A video (already removed from YouTube) in which a woman named Pilar Baselga assures that the Carlos III Health Institute of Madrid has said in a report that the SARS-CoV-2 coronavirus pandemic has ended.,FAKE
The Spanish Police acts to sanction citizens on the street for carrying a Spanish flag or for protesting against the Government with a saucepan.,FAKE
"If These 10 States Beat Covid, India Can Win, PM Tells Chief Ministers",REAL
Google launches new global Covid-19 map for journalists,REAL
"How to make COVID vaccine at home' was the second most searched Google 
query last month!",REAL
"Pranab Mukherjee, a man of all seasons",REAL
"‘How to make COVID vaccine at home’ among the most searched queries on 
Google",REAL
"Covid-19: Over 15 lakh patients cured in India so far after highest-ever 
54,588 in a day",REAL
"Privacy vs effectiveness: The challenges of developing coronavirus 
contact-tracing apps",REAL
"Coronavirus Updates: AIIMS panel gives nod for human clinical trials of 
indigenous vaccine candidate COVAXIN",REAL
"Russia becomes first country to approve a COVID-19 vaccine, says Vladimir 
Putin",REAL
"COVID-19 vaccine: Serum Institute's Adar Poonawalla says India to have 
vaccine by December",REAL
"Economic activities start to peter out after early signs of revival, shows 
Apple, Google data",REAL
‘Community spread has started and the situation is bad’: IMA Chairman,REAL
"Covid-19 impact: Google employees told they can work from home till 
mid-2021 in India, globally",REAL
"Google Announces New Initiative to Help Students With Remote Learning Tools 
Amid Covid-19 Crisis",REAL
Mobile App Stores Market Research with COVID-19 | Google ...,REAL
"Largest human trial of Indias coronavirus vaccine to begin at Delhi AIIMS 
from Monday",REAL
"Explained: To what extent did the Covid-19 lockdown affect global 
temperatures?",REAL
Covid-19: What you need to know today,REAL
"As #COVID-19 drives action on obesity, could 'soda taxes ...",REAL
"Texas Has Too Many Cases to Reopen, Governor Warns",REAL
"India’s Covid-19 case fatality rate ‘progressively falling’, among lowest 
in world: Govt",REAL
"Trending News: Covid-19 Impact On Virtual and Augmented Reality Market Key 
Vendor, Landscape Overview, Drivers And Regional Analysis By 2026 | Google, 
Samsung Electronics, Microsoft Corporation, Sony Interactive Entertainment",REAL
"Nokia Phone Maker HMD Global Secures $230 Million Investment From Google, 
Others",REAL
"Mozilla Lays Off Nearly 250 Employees, Ceases Taipei Operations Due to 
Pandemic-Hit Revenues",REAL
"Coronavirus vaccine update: Good news about Oxford COVID-19 vaccine may be 
expected today, says a new report",REAL
"PM Modi, Google CEO Sundar Pichai discuss data security, use of AI in 
agriculture",REAL
Google to stop ad money from reaching fake Covid-19 conspiracy theorists,REAL
Google Coronavirus Apps Give it Way to Access Location Data,REAL
"Karnataka Bengaluru Coronavirus July 17 Highlights: BBMP directs city 
burial grounds to accept dead bodies irrespective of location",REAL
Cloud is a $3–4 bn opportunity in India & Covid is going to ...,REAL
"Google Contributes $39.5 Million in Funding to More than 5,600 News 
Publishers Amid Covid-19 Crisis",REAL
"Oxford COVID vaccine likely to hit Indian market by early 2021: Serum 
Institute's CEO Poonawalla",REAL
Coronavirus: India's Covid-19 cases surge past one million,REAL
"Shivraj Singh Chouhan Tests Covid Positive, Admitted To Hospital",REAL
"RIL AGM: Google to invest ₹33,737 crore in Jio Platforms for 7.7% stake",REAL
"From Intel and Wipro to TCS and Google— Here are the top job openings in 
the multinational companies",REAL
Coronavirus: Bollywood actress Aishwarya Rai Bachchan in hospital,REAL
"PUBG Mobile Launches Running Challenge for Players to Contribute to 
COVID-19 Aid",REAL
"Coronavirus: New Zealand investigates freight as possible source of new 
COVID-19 outbreak",REAL
"Apple, Google and Sony will be critical to MLB season shortened by 
coronavirus",REAL
"Explainer: Why Google and Facebook are investing in Mukesh Ambani’s 
Reliance Jio",REAL
Coronavirus: Face masks and coverings to be compulsory in England's shops,REAL
How does COVIDSafe compare to Europe's contact tracing apps?,REAL
Coronavirus UK map: the latest deaths and confirmed Covid cases,REAL
"Coronavirus: Six types of COVID-19 identified by scientists in 'major' 
breakthrough for treatment",REAL
"Google News To Soon Highlight Regional COVID-19 Information From Local 
Publishers",REAL
Google’s Covid-19 experience in Google News: All you need to know,REAL
"Alberta has most active COVID cases per capita, as some ...",REAL
"Coronavirus Outbreak LIVE Updates: With 118 new COVI..y in Maharashtra 
crosses 3,000-mark; toll rises to 194",REAL
COVID-19: Google commits $6.5 Mn to fight misinformation,REAL
Google Says That Searches Related To COVID-19 Have Dropped In June,REAL
India coronavirus numbers explained: Why cases came down on Monday,REAL
"Delhi health minister Satyendar Jain’s condition worsens, moved to another 
Covid-19 hospital",REAL
"Have Apple, Google Silently Installed COVID-19 Tracker on Your Phone? 
Here’s What You Need to Know",REAL
India’s first Covid-19 vaccine races to meet mid-August target,REAL
"Google highlights Covid-19 updates in News, Search, Assistant and Podcasts",REAL
"Coronavirus Outbreak Updates: 600 new cases detected..CMR; Odisha to set up 
two dedicated COVID-19 hospitals",REAL
"COVID-19: Google launches ‘journalism relief fund,’ following Facebook",REAL
India Probably Has Tens of Millions of COVID-19 Infections Already',REAL
"Coronavirus Outbreak Updates: Maharashtras cases sur..est positive; toll 
mounts to 5,984 with 160 fatalities",REAL
"Coronavirus Outbreak Updates: Bihar govt says six of nine COVID-19 cases in 
state have no travel history",REAL
Covid-19: Google India claims it has ramped up efforts to help fight virus,REAL
Google Bangalore employee tests positive for coronavirus,REAL
2 With No Foreign Travel Link Test Positive As Coronavirus ...,REAL
"Coronavirus update: Total cases in India climb to 1071, death toll at 29. 
State-wise tally",REAL
"Coronavirus Outbreak Updates: Fourth positive case r..quarters in Delhi; 23 
more test positive in Chandigarh",REAL
COVID-19 App Technology Urge Apple And Google To Hold Talks,REAL
Number of Covid-19 cases soar to 341 in India: ICMR,REAL
"Coronavirus vaccine update: Nod to human trial marks 'beginning of the 
end', says govt",REAL
"Google launches COVID-19 page and search portal with safety tips, official 
stats and more, US-only for now",REAL
"Coronavirus Outbreak Updates: Film producers associa.. Thackeray requesting 
resumption of film and TV shoots",REAL
"Google waives Ad Serving fee for 5 months to support news partners during 
COVID-19 crisis",REAL
"Coronavirus India Updates: Centre postpones CTET exa..CBSE was to conduct 
teacher eligibility exam on 5 July",REAL
"Covid-19: West Bengal to club containment, buffer zones for tougher 
lockdown from 9 July",REAL
"Coronavirus Outbreak Updates: Uttar Pradesh reports ..l to 104; 203 more 
test positive, total rises to 4,258",REAL
Who are India’s covid-19 patients?,REAL
Coronavirus update: Number of COVID-19 cases jumps to 236 in India today,REAL
"Google employee down with COVID-19, Amazon curbs travel",REAL
"Coronavirus Outbreak Updates: Confirmed cases in Pun..trict records 342 new 
infections, six deaths in 24 hrs",REAL
"Coronavirus: Google Maps to Alert Users About COVID-19-Related Travel 
Restrictions",REAL
Kerala capital Thiruvananthapuram to undergo 'triple lockdown' for a week,REAL
"Coronavirus Outbreak Updates: Gujarat BJP MLA Balram..ve for COVID-19; 423 
new cases reported in state today",REAL
"Stung by Covid-19, Google, Facebook extend work-from-home plans until 2021",REAL
"Coronavirus Outbreak Highlights: G20 leaders to supp..ng WHOs mandate, 
pledge $5 trillion for global economy",REAL
"Coronavirus update: Record spike in new cases in India, 5.3 lakh cured so 
far",REAL
"Coronavirus Highlights: India's COVID-19 Tally Crosses 7 Lakh-Mark With 
Over 22,000 Cases In 24 Hours",REAL
"Google News featuring COVID-19 section across apps, Assistant, and Podcasts",REAL
"COVID-19: Apple, Google Partner on Contact Tracing Tech via APIs, Bluetooth",REAL
Google tax: India’s tightrope walk in Covid-crippled times,REAL
"Google Play store hides search results for coronavirus, Covid-19",REAL
Google hosts webinar on dealing with misinformation amid COVID-19 pandemic,REAL
Google employee from Bengaluru is Karnataka's fifth coronavirus case,REAL
"India's confirmed coronavirus cases breach 1,800-mark, death toll at 41: 
Here's state-wise tally",REAL
"Lockdown 4.0 Emerged as Top Trending Search Term on Google During May, 
‘Coronavirus’ Query Dropped",REAL
"People searching terms 'ration dukaan', 'how to homeschool kids' amid 
COVID-19: Google report",REAL
Google rolls out India-specific website on COVID-19,REAL
"Now Find COVID-19 Testing Centers on Google Search, Assistant, and Maps: 
Here's How",REAL
"10,956 new Covid-19 cases, 396 deaths in biggest single-day spike",REAL
Coronavirus: Google says it hasn’t shared location data in virus response,REAL
"Workers from Google, Amazon and Apple create COVID-19 ...",REAL
Google rolls out India-specific website on COVID-19,REAL
"Now Find COVID-19 Testing Centers on Google Search, Assistant, and Maps: 
Here's How",REAL
"10,956 new Covid-19 cases, 396 deaths in biggest single-day spike",REAL
Coronavirus: Google says it hasn’t shared location data in virus response,REAL
"Workers from Google, Amazon and Apple create COVID-19 ...",REAL
Google supports COVID-19 response efforts with maps and ...,REAL
Google Reveals What COVID-19 Special Announcement ...,REAL
"Google to reopen offices from July 6, will give employees working from home 
Rs 75K allowance",REAL
Coronavirus numbers explained: Surge is around the corner,REAL
"Coronavirus Outbreak Highlights: Google Bangalore Employee Tests Positive 
For Coronavirus, Rupee Hits Record Low",REAL
Coronavirus tracker: Microsoft launches COVID-19 tracking website,REAL
"Covid-19 pandemic: Govt talks to Facebook, Google, WhatsApp for virus 
information blitz",REAL
"Google Bans Coronavirus Infection Trackers... But Not Before They Get 
400,000 Downloads",REAL
"As coronavirus cases spike, India begins preparations for Stage 3",REAL
"Social media, news platforms step up efforts to fight fake news on covid-19",REAL
Google Maps updates operational status of businesses during COVID-19 closure,REAL
"Coronavirus update: Covid-19 cases in India cross 10,000. State-wise 
numbers here",REAL
"COVID-19: Google India reveals movement of people during Coronavirus 
Pandemic",REAL
"Is coronavirus weakening, when will vaccine for coronavirus come in India, 
netizens ask Google",REAL
Rs 3 lakh for Covid treatment: Delhi hospital sets bottom line for admission,REAL
"Over 28,000 Coronavirus Cases In India In 24 Hours, Biggest One-Day Jump",REAL
"Google employee in Bengaluru fifth to be infected by coronavirus in 
Karnataka",REAL
Explained: How Google subsidiary Verily plans to help US fight COVID-19,REAL
"Google warns of state-backed hackers using COVID-19 messaging, WHO and 
health org names to target people",REAL
COVID-19: Govt mulls extending lockdown beyond April 14,REAL
"How to find authorised Covid-19 testing centres using Google Maps and 
Google Search",REAL
"Coronavirus Bangalore case: Wife, father-in-law of Google techie booked 
under Epidemics Act, says report",REAL
Google and Facebook support new Covid-19 solidarity response fund,REAL
"Apple, Google Ban Location Tracking In Coronavirus Contact Tracing Apps",REAL
Google’s COVID-19 Testing Website: A Danger To Your Privacy?,REAL
"Google Just Confirmed A Powerful Chrome COVID-19 Security Move That Will 
Impact All Users",REAL
What is Joker malware that affected apps on Google Play store?,REAL
Google announces USD 800 million towards COVID-19 relief efforts,REAL
Google Reveals How Search Behavior Has Changed During ...,REAL
"Google announces measures to fight Covid-19 misinformation, will verify the 
location of all advertisers",REAL
"Post-Covid phase to witness exponential growth in cloud computing: Karan 
Bajwa, MD, Google Cloud India",REAL
Google mobility trends indicate Indian economy hobbling back to normalcy,REAL
Google's playbook for startups on how to sail through the covid-19 crisis,REAL
Coronavirus: First Google/Apple-based contact-tracing app launched,REAL
Coronavirus | Indian health workers on edge in Oman,REAL
Coronavirus: Search for hundreds of people after Delhi prayer meeting,REAL
Google India COVID-19 website to inform about online security risks,REAL
"Coronavirus Cure: Indians Google out their curiosities after UK study shows 
Dexamethasone as life-saving COVID drug",REAL
Google Joins With U.K. Researchers to Track Coronavirus Cases,REAL
Google to offer paid leaves to employees who can't work due to coronavirus,REAL
COVID-19 Isn't Slowing AWS And Google's Data Center ...,REAL
"Coronavirus Outbreak Updates: 267 new COVID-19 patie.. Rajasthan today, 
total number of cases rises to 6,494",REAL
"Google expands work from home recommendation to all North American 
employees, establishes ‘COVID-19 fund’",REAL
"Here's what all Google is doing for remote education during Coronavirus 
crisis",REAL
Google Wants to Help You Avoid COVID-19 Related Online Scams,REAL
Covid-19: Google helps saathis share credible health info in rural India,REAL
"Google purged 2.7 billion bad ads in 2019, COVID-19 fake ads next target",REAL
"With India under lockdown, Google Maps & Mapmyindia shift focus to combat 
Covid-19",REAL
"Google DeepMind’s effort on COVID-19 coronavirus rests on the shoulders of 
giants",REAL
"Coronavirus Pandemic: Here's how Google Maps can guide you to the nearest 
medical stores",REAL
"IBM, Amazon, Google and Microsoft partner with White House to provide 
compute resources for COVID-19 research",REAL
"COVID-19 vaccine current status: Here are the 10 top contenders for 
coronavirus vaccines",REAL
"Google employee's wife tests positive for COVID-19; escapes quarantine, 
travels to Agra",REAL
Leak Of Pmc Data Spreads Personal Details Of Patients Over Social Media,REAL
"Google, Apple join hands to develop coronavirus contact tracing system",REAL
"Google’s Webpage Warning About COVID-19 Related Online Scams Now Available 
in 4 Indic Languages",REAL
Google expands tools to help businesses impacted by COVID-19,REAL
"‘Do the five’: Health ministry advisory on coronavirus pops up on Google 
search",REAL
"Non immigrant like H1B visa pivotal to Post Covid 19 recovery: US tech 
giants to Trump",REAL
"Coronavirus vaccine: Russia's Sechenov University successfully completes 
trials of world's first COVID-19",REAL
"Google employees demand better treatment for contract workers amid 
coronavirus crisis",REAL
"Coronavirus dominates Facebook, Twitter, and Google searches",REAL
"Google, Facebook to now provide monthly report on Coronavirus fake news",REAL
Coronavirus Cancellations And Travel Bans: Google Is Latest,REAL
COVID-19 vaccine update: These 6 coronavirus vaccines are leading the race,REAL
"Google Meet Hits 50 Million Download Mark on Google Play Store Amid 
Coronavirus Pandemic, Data Reveals",REAL
"Coronavirus Outbreak Updates: Beijing raises COVID-1..from III; Puducherry 
govt restricts entry from Chennai",REAL
"Google is showing ads for anti-coronavirus products, despite policy banning 
them",REAL
How communicators are helping to curb fake news during ...,REAL
"How American companies like Google, Uber are helping India fight COVID-19",REAL
Coronavirus: New Covid-19 tracing tool appears on smartphones,REAL
"Nature of the crisis: Why Mumbai is running out of beds for critical Covid 
patients",REAL
Coronavirus in Delhi updates: 69-year-old Delhi woman dies,REAL
Coronavirus lockdown extended by two weeks from May 4 with some relaxations,REAL
IT professional develops app to track Covid-19 patients using Google Maps,REAL
"Google pitches free trials of its enterprise G Suite conferencing tools as 
part of a coronavirus response",REAL
"Google sees 18mn COVID-19-linked malware, phishing emails daily",REAL
"Coronavirus Outbreak Updates: Delhi govt says no new..n 2 hotspots for 15 
days; containment zones rise to 60",REAL
NHS rejects Apple-Google coronavirus app plan,REAL
"Coronavirus Outbreak Highlights: After Mumbai, Pune .. mandatory in public 
places; count in Bihar reaches 39",REAL
"Google IO completely cancelled due to Covid-19, no virtual event says 
company",REAL
Coronavirus Pandemic: Top things people searched on Google during lockdown,REAL
"Working From Home Because of COVID-19? Here Are Some Free Tools and 
Software to Maximise Your Productivit...",REAL
"How Apple and Google will 'use' your phone to fight coronavirus: 15 things 
to know",REAL
UK virus-tracing app switches to Apple-Google model,REAL
Google makes education push in India,REAL
"Coronavirus: Google to slow hiring for rest of 2020, CEO Sundar Pichai 
tells staff",REAL
"Coronavirus update: 38-year-old man dies in Patna, death toll in India 
rises to 6",REAL
Why Google Wants Journalists To Learn Machine Learning,REAL
Coronavirus: 'Clamour for HCQ due to anxiety',REAL
Google launches coronavirus news hub to keep reliable ...,REAL
"Coronavirus Updates: Maharashtra reports over 5,000 COVID-19 cases in 24 
hrs; states tally crosses 1.5 lakh",REAL
"Android app reviews may slow to over a week due to COVID-19 impacts, Google 
warns developers",REAL
"COVID 19 impact: Google tells employees they can’t expense food while 
working from home, says report",REAL
Google Helps Place Ads on Sites Amplifying Covid-19 Conspiracies,REAL
"Bihar seems least agitated about coronavirus, Goa most anxious",REAL
"Coronavirus pandemic: Google employees will not return to office before 
June 1, says Sundar Pichai",REAL
"Facebook, Reddit, Google, LinkedIn, Microsoft, Twitter and YouTube issue 
joint statement on misinformation",REAL
"Google internal emails reveal how execs are prepping employees for 
coronavirus response",REAL
"Google battles coronavirus misinformation in search, on YouTube",REAL
"How volunteers from tech companies like Amazon, Apple and Google built a 
coronavirus-tracking site in six days",REAL
COVID-19: Four employees of pharma firms test positive in Guj,REAL
"Coronavirus Outbreak: List of Indian celebs, including Ranveer Singh, 
Deepika Padukone, whove made donations",REAL
"Google Photos temporarily suspends default backup for images and videos on 
apps like Facebook, WhatsApp",REAL
"Coronavirus Outbreak Updates: Toll in Italy crosses ..down in COVID-19 
hotspots as US records surge in cases",REAL
"Coronavirus has a great risk for airborne spread, WHO needs to revise 
guidelines: Scientists",REAL
"Google travel data show lockdown fatigue in US, Australia; other countries 
stay home",REAL
"COVID-19 conspiracy sites are getting millions in ad revenue from Google 
and Amazon, according to a new report",REAL
"Coronavirus India News Highlights: COVID-19 toll in New York climbs to 
3,200; surpasses 9/11 deaths",REAL
Google Launches A Website Full Of Coronavirus Information,REAL
"Coronavirus: How India’s cartoonists have depicted the migrant workers’ 
exodus",REAL
Google Hyderabad begins screening employees,REAL
"Stay home, save lives’: Google has a doodle to spread Covid-19 awareness, 
prevention tips",REAL
Coronavirus: Google reveals travel habits during the pandemic,REAL
Coronavirus in Russia: The Latest News | Aug. 12,REAL
"Coronavirus world map: which countries have the most Covid-19 cases and 
deaths?",REAL
What kind of face mask best protects against coronavirus?,REAL
Covid vaccine tracker: when will we have a coronavirus ...,REAL
Search Engine Market Research with COVID-19 | Google ...,REAL
Live Blog: San Diego County Reports 8 New COVID-19 ...,REAL
"Coronavirus Australia map: tracking new cases, Covid-19 ...",REAL
"Michigan Reports 796 New Covid-19 Cases, 7 Deaths Tuesday",REAL
LIVE Blog: Coronavirus in Arizona - Latest case numbers,REAL
THE LATEST: U.S. COVID-19 cases rise to 5.3 million,REAL
"Coronavirus found on Ecuador shrimps in China, state media says",REAL
"COVID continues to impact air travel, footfall at Hyderabad airport drops to15,000",REAL
"Countries must avoid `vaccine nationalism’; world need rules-based regime for fair distribution of Covid vaccine, say experts",REAL
Chandigarh admn to rope in hotels as Covid care centres,REAL
Scientists discover new vulnerability that helps coronavirus to enter host cells,REAL
"1,897 new COVID cases in TS",REAL
"438 new coronavirus cases, four more deaths in Chhattisgarh",REAL
Covid-19 pushes down pharma sector growth,REAL
"Covid cases cross 3K mark, death toll on a new high",REAL
"AP COVID-19 Tally Crosses 2.5 Lakh Mark With 9,597 New Cases",REAL
"COVID-19 LIVE | Biggest single-day spike of 7,883 new cases in Karnataka",REAL
Nation yet to reach COVID peak: CCMB,REAL
Ahmednagar: Bodies of 12 Covid patients taken to crematorium in 1 hearse van,REAL
AYUSH minister Shripad Naik tests positive for Covid-19,REAL
No COVID Patient Must Suffer Due To Financial Reasons': Odisha CM Naveen Patnaik,REAL
"COVID-19: West Bengal reports 54 fresh deaths, 2,936 new cases of coronavirus",REAL
Barcelona defender Todibo confirms he has tested positive for Covid-19,REAL
"COVID-19: Industrial Productions Takes a Hit, Government Data Indicates 16.6% Decline for June",REAL
Extracorporeal Life Support Helps Patients With Severe COVID-19 Symptoms In Kolkata,REAL
"Maharashtra Reports 12,712 COVID-19 Cases, 344 Deaths In 24 Hours",REAL
Covid-19: Puducherry CM announces total lockdown on every Tuesday,REAL
Himachal Pradesh reports its highest single-day tally of 139 Covid cases,REAL
Venezuela oil minister says he has recovered from COVID-19,REAL
"Expert group deliberates on strategy to ensure COVID-19 vaccine availability, delivery mechanism",REAL
"With Over 1,200 Cases, Kerala's COVID-19 Tally Crosses 38,000-Mark",REAL
Mohanlal Tests Negative For COVID-19: Resumes Shooting!,REAL
"Greece registers 262 new coronavirus cases, highest daily tally",REAL
"UP reports 4,475 new COVID-19 cases, 54 fresh deaths",REAL
"Mohammad Hafeez underwent COVID-19 test after 'inadvertent' protocol breach, put in isolation: PCB",REAL
Russia claims phase 3 trials of COVID vaccine to take place in India as well; Health Ministry denies knowledge,REAL
Father and son doctors died of the coronavirus within weeks of one another in Florida hospitals,REAL
"AP, Karnataka see new highs in COVID cases; over 100 deaths in TN",REAL
"COVID-19: Air India to close stations in Vienna, Milan, other European cities",REAL
Govt panel on Covid-19 vaccine protocol discusses delivery mechanism,REAL
Meghalaya's COVID-19 tally stands at 656,REAL
"Expired and gently used N95 masks can block coronavirus particles just as well as new ones, new research shows",REAL
COVID-19 pushes down growth of Indian Pharma market to 0.2%,REAL
Covid-19 Battle: Odisha Aims To Conduct 1 Lakh Tests Per Day,REAL
IPL 2020 in UAE: Rajasthan Royals fielding coach Dishant Yagnik tests COVID-19 positive,REAL
"482 fresh COVID-19 cases in J&K UT; count rises to 26,413",REAL
"Top 10 coronavirus updates: Maharashtra sees highest single-day recoveries, tally over 5.48 lakh",REAL
"AYUSH Minister Shripad Naik tests positive for COVID-19, in home isolation",REAL
Expert group discusses Covid vaccine procurement,REAL
"Coronavirus deaths, cases in Maharashtra zoom up again",REAL
"COVID-19 has adversely impacted almost all initiatives which usually contribute to peacebuilding, says India at UN",REAL
"Record 7,883 Covid cases in K’taka, 2,802 in Bengaluru alone",REAL
US strikes $1.5bn deal for 100mn doses of Moderna Covid vax,REAL
"Telangana Governor highlights role of chamber of commerce, industry in Covid-19 crisis mitigation",REAL
This Video Does Not Show Vladimir Putin's Daughter Receiving COVID-19 Shots,REAL
Baahubali Director SS Rajamouli And His Family Test Negative For Coronavirus,REAL
Russia names first COVID-19 vaccine 'Sputnik V' in reference to space race,REAL
"COVID-19: Chandigarh reports 81 new cases; tally rises to 1,751",REAL
"Mohammad Hafeez breaches biosecurity protocol, to stay in isolation until he tests negative for Covid-19",REAL
"Bhubaneswar records 187 new COVID-19 cases in last 24 hours; tally at 4,358",REAL
"Joe Biden, Kamala Harris to make unusual campaign debut in the era of coronavirus",REAL
Barcelona's Todibo confirms positive coronavirus test,REAL
AYUSH minister Shripad Naik tests positive for coronavirus,REAL
Union AYUSH Minister Shripad Naik tests coronavirus COVID-19 positive,REAL
Covid-19 Risks Overwhelming Beirut as Blast Knocks Out Hospitals,REAL
Vaishno Devi Yatra may not take off after Aug 16 as 11 test positive for COVID-19 at Bhawan,REAL
COVID-19 spreads wings in capital and Suburbs,REAL
"Business owners can sue insurer over coronavirus losses, Missouri judge rules",REAL
"Virus gets to 11 doctors, nurses, officials at Bokaro Covid centre",REAL
